trial_id,lambda_id,lambda,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,operational_values,generative_values,total_values,optimizer_count,enumeration_certificate
675,L0,0//1,42539//3072,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,9275//768,1813//1024,42539//3072,4,complete-enumeration:32
675,L025,1//4,37163//3072,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,1813//1024,42539//3072,1,complete-enumeration:32
675,L050,1//2,31787//3072,25,base_1;closure_carrier;frontier_addition;inactive,7//1,9275//768,1813//1024,42539//3072,1,complete-enumeration:32
675,L100,1//1,1097//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
675,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
675,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
676,L0,0//1,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4725//256,0//1,4725//256,4,complete-enumeration:32
676,L025,1//4,4149//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
676,L050,1//2,3573//256,22,base_2;base_3;frontier_addition;inactive,9//1,4725//256,0//1,4725//256,1,complete-enumeration:32
676,L100,1//1,7535//768,18;20,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,2,complete-enumeration:32
676,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
676,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
677,L0,0//1,575173//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,2975//256,3973//49152,575173//49152,4,complete-enumeration:32
677,L025,1//4,2655//256,17,base_1;frontier_addition;inactive,5//1,2975//256,0//1,2975//256,1,complete-enumeration:32
677,L050,1//2,7039//768,1,base_1;inactive,4//1,8575//768,0//1,8575//768,1,complete-enumeration:32
677,L100,1//1,1097//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
677,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
677,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
678,L0,0//1,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,2975//256,0//1,2975//256,8,complete-enumeration:32
678,L025,1//4,2655//256,17,base_1;frontier_addition;inactive,5//1,2975//256,0//1,2975//256,1,complete-enumeration:32
678,L050,1//2,2497//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
678,L100,1//1,2369//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
678,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
678,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
679,L0,0//1,101269//6144,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,9275//768,9023//2048,101269//6144,4,complete-enumeration:32
679,L025,1//4,88981//6144,25,base_1;closure_carrier;frontier_addition;inactive,8//1,9275//768,9023//2048,101269//6144,1,complete-enumeration:32
679,L050,1//2,76693//6144,25,base_1;closure_carrier;frontier_addition;inactive,8//1,9275//768,9023//2048,101269//6144,1,complete-enumeration:32
679,L100,1//1,5205//512,24,closure_carrier;frontier_addition;inactive,4//1,2625//256,2003//512,7253//512,1,complete-enumeration:32
679,L200,2//1,2113//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
679,L400,4//1,1601//256,16,frontier_addition;inactive,1//1,2625//256,0//1,2625//256,1,complete-enumeration:32
680,L0,0//1,950029//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,13825//768,21743//16384,950029//49152,2,complete-enumeration:32
680,L025,1//4,864013//49152,29,base_1;base_3;closure_carrier;frontier_addition;inactive,7//1,13825//768,21743//16384,950029//49152,1,complete-enumeration:32
680,L050,1//2,777997//49152,29,base_1;base_3;closure_carrier;frontier_addition;inactive,7//1,13825//768,21743//16384,950029//49152,1,complete-enumeration:32
680,L100,1//1,9985//768,21,base_1;base_3;frontier_addition;inactive,5//1,13825//768,0//1,13825//768,1,complete-enumeration:32
680,L200,2//1,103//12,20,base_3;frontier_addition;inactive,3//1,175//12,0//1,175//12,1,complete-enumeration:32
680,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
681,L0,0//1,71917//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,13825//768,5539//1024,71917//3072,2,complete-enumeration:32
681,L025,1//4,66541//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,7//1,13825//768,5539//1024,71917//3072,1,complete-enumeration:32
681,L050,1//2,61165//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,7//1,13825//768,5539//1024,71917//3072,1,complete-enumeration:32
681,L100,1//1,50413//3072,27,base_1;base_2;closure_carrier;frontier_addition;inactive,7//1,13825//768,5539//1024,71917//3072,1,complete-enumeration:32
681,L200,2//1,274957//24576,24,closure_carrier;frontier_addition;inactive,3//1,7175//768,64271//8192,422413//24576,1,complete-enumeration:32
681,L400,4//1,155315//24576,8,closure_carrier;inactive,2//1,2275//768,93041//8192,351923//24576,1,complete-enumeration:32
682,L0,0//1,602233//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,9275//768,8633//49152,602233//49152,4,complete-enumeration:32
682,L025,1//4,8315//768,17,base_1;frontier_addition;inactive,5//1,9275//768,0//1,9275//768,1,complete-enumeration:32
682,L050,1//2,7355//768,17,base_1;frontier_addition;inactive,5//1,9275//768,0//1,9275//768,1,complete-enumeration:32
682,L100,1//1,6757//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
682,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
682,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
683,L0,0//1,14413//768,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,13825//768,49//64,14413//768,2,complete-enumeration:32
683,L025,1//4,12301//768,27,base_1;base_2;closure_carrier;frontier_addition;inactive,11//1,13825//768,49//64,14413//768,1,complete-enumeration:32
683,L050,1//2,10369//768,19,base_1;base_2;frontier_addition;inactive,9//1,13825//768,0//1,13825//768,1,complete-enumeration:32
683,L100,1//1,7535//768,18,base_2;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
683,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
683,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
684,L0,0//1,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,875//48,0//1,875//48,4,complete-enumeration:32
684,L025,1//4,767//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
684,L050,1//2,659//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
684,L100,1//1,7535//768,20,base_3;frontier_addition;inactive,5//1,11375//768,0//1,11375//768,1,complete-enumeration:32
684,L200,2//1,683//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
684,L400,4//1,491//96,16,frontier_addition;inactive,1//1,875//96,0//1,875//96,1,complete-enumeration:32
685,L0,0//1,9581//768,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4375//384,277//256,9581//768,4,complete-enumeration:32
685,L025,1//4,8429//768,25,base_1;closure_carrier;frontier_addition;inactive,6//1,4375//384,277//256,9581//768,1,complete-enumeration:32
685,L050,1//2,3833//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
685,L100,1//1,3641//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
685,L200,2//1,3257//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
685,L400,4//1,2489//384,16,frontier_addition;inactive,1//1,4025//384,0//1,4025//384,1,complete-enumeration:32
686,L0,0//1,265697//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,13475//768,16699//4096,265697//12288,2,complete-enumeration:32
686,L025,1//4,231905//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,11//1,13475//768,16699//4096,265697//12288,1,complete-enumeration:32
686,L050,1//2,198113//12288,29,base_1;base_3;closure_carrier;frontier_addition;inactive,11//1,13475//768,16699//4096,265697//12288,1,complete-enumeration:32
686,L100,1//1,22681//2048,24,closure_carrier;frontier_addition;inactive,3//1,2275//256,10625//2048,28825//2048,1,complete-enumeration:32
686,L200,2//1,16537//2048,24,closure_carrier;frontier_addition;inactive,3//1,2275//256,10625//2048,28825//2048,1,complete-enumeration:32
686,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
687,L0,0//1,222163//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,8575//768,28321//4096,222163//12288,4,complete-enumeration:32
687,L025,1//4,203731//12288,25,base_1;closure_carrier;frontier_addition;inactive,6//1,8575//768,28321//4096,222163//12288,1,complete-enumeration:32
687,L050,1//2,185299//12288,25,base_1;closure_carrier;frontier_addition;inactive,6//1,8575//768,28321//4096,222163//12288,1,complete-enumeration:32
687,L100,1//1,148435//12288,25,base_1;closure_carrier;frontier_addition;inactive,6//1,8575//768,28321//4096,222163//12288,1,complete-enumeration:32
687,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
687,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
688,L0,0//1,2275//128,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,2275//128,0//1,2275//128,4,complete-enumeration:32
688,L025,1//4,1987//128,21,base_1;base_3;frontier_addition;inactive,9//1,2275//128,0//1,2275//128,1,complete-enumeration:32
688,L050,1//2,1699//128,21,base_1;base_3;frontier_addition;inactive,9//1,2275//128,0//1,2275//128,1,complete-enumeration:32
688,L100,1//1,2395//256,20,base_3;frontier_addition;inactive,5//1,3675//256,0//1,3675//256,1,complete-enumeration:32
688,L200,2//1,1763//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
688,L400,4//1,1251//256,16,frontier_addition;inactive,1//1,2275//256,0//1,2275//256,1,complete-enumeration:32
689,L0,0//1,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,875//48,0//1,875//48,4,complete-enumeration:32
689,L025,1//4,815//48,22,base_2;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
689,L050,1//2,755//48,22,base_2;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
689,L100,1//1,635//48,22,base_2;base_3;frontier_addition;inactive,5//1,875//48,0//1,875//48,1,complete-enumeration:32
689,L200,2//1,6767//768,18;20,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,3//1,11375//768,0//1,11375//768,2,complete-enumeration:32
689,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
690,L0,0//1,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,2275//192,0//1,2275//192,8,complete-enumeration:32
690,L025,1//4,2131//192,17,base_1;frontier_addition;inactive,3//1,2275//192,0//1,2275//192,1,complete-enumeration:32
690,L050,1//2,3991//384,1,base_1;inactive,2//1,4375//384,0//1,4375//384,1,complete-enumeration:32
690,L100,1//1,3607//384,1,base_1;inactive,2//1,4375//384,0//1,4375//384,1,complete-enumeration:32
690,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
690,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
691,L0,0//1,7175//384,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,7175//384,0//1,7175//384,4,complete-enumeration:32
691,L025,1//4,6311//384,22,base_2;base_3;frontier_addition;inactive,9//1,7175//384,0//1,7175//384,1,complete-enumeration:32
691,L050,1//2,5447//384,22,base_2;base_3;frontier_addition;inactive,9//1,7175//384,0//1,7175//384,1,complete-enumeration:32
691,L100,1//1,1285//128,20,base_3;frontier_addition;inactive,5//1,1925//128,0//1,1925//128,1,complete-enumeration:32
691,L200,2//1,5639//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
691,L400,4//1,4103//768,16,frontier_addition;inactive,1//1,7175//768,0//1,7175//768,1,complete-enumeration:32
692,L0,0//1,14507//768,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,875//48,169//256,14507//768,2,complete-enumeration:32
692,L025,1//4,767//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
692,L050,1//2,659//48,21,base_1;base_3;frontier_addition;inactive,9//1,875//48,0//1,875//48,1,complete-enumeration:32
692,L100,1//1,115//12,20,base_3;frontier_addition;inactive,5//1,175//12,0//1,175//12,1,complete-enumeration:32
692,L200,2//1,969//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
692,L400,4//1,713//128,16,frontier_addition;inactive,1//1,1225//128,0//1,1225//128,1,complete-enumeration:32
693,L0,0//1,1575//128,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,1575//128,0//1,1575//128,8,complete-enumeration:32
693,L025,1//4,1415//128,17,base_1;frontier_addition;inactive,5//1,1575//128,0//1,1575//128,1,complete-enumeration:32
693,L050,1//2,1255//128,17,base_1;frontier_addition;inactive,5//1,1575//128,0//1,1575//128,1,complete-enumeration:32
693,L100,1//1,6757//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
693,L200,2//1,5989//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
693,L400,4//1,4453//768,16,frontier_addition;inactive,1//1,7525//768,0//1,7525//768,1,complete-enumeration:32
694,L0,0//1,92299//4096,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,4725//256,16699//4096,92299//4096,2,complete-enumeration:32
