trial_id,batch_id,within_batch_order,principal_cell_id,canonical_index,replicate_id,theorem_regime,boundary_mechanism,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,schedule_key,trial_seed,catalog_seed,project_seed,deletion_seed,trial_seed_draw,arithmetic,theorem_evidence,horizon,discount_factor,source_library_ids,source_size,source_closure_size,source_passive_value,source_research_option_premium,source_total_value,realized_frontier_supplier_fraction,realized_module_overlap,descendant_quality,frontier_only_signed_total_dynamic_loss,innovation_safe_signed_total_dynamic_loss,silent_generative_asset_count,active_asset_count,frontier_closure_J,interaction_sign,frontier_only_compression_ratio,innovation_safe_compression_ratio,four_raw_witnesses,all_compressed_states_have_raw_witnesses,raw_compressed_value_comparisons,raw_compressed_values_agree,rectangle_consistency,project_laws_follow_actual_state,frontier_density_gate,module_overlap_gate,frontier_independent_availability,frontier_independent_cost,frontier_independent_generation,frontier_independent_verification,frontier_independent_completion,frontier_independent_primitives,frontier_independent_menus,poor_to_rich_menu_inclusion,antitone_recursive_descendant_gap,nonnegative_rich_exposure,zero_poor_exposure,common_gap_action_value_identities,minimum_rich_exposure,maximum_poor_exposure,computed_primitive_predicate,primitive_interaction_sign_gate,frontier_only_passive_zero_gate,innovation_safe_exact_zero_gate,all_decompositions_exact,all_exact_outputs_rational,all_hard_gates_pass
538,5,26,C047,559,5,primitive_eligible,none,sparse,high,strong,high,short,high,low,3788624367653682526,1397539220542380726,1633106808092557924,6244034160604616085,1224527285637008399,15922373093105878309,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,10453//49152,581653//49152,1//2,1//1,10//3,10453//49152,0//1,1,5,-18535//98304,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
539,5,27,C110,622,5,primitive_eligible,none,dense,low,strong,high,short,high,high,4082073662914369473,9143176094578625559,2608079192517813523,8868981392540517862,1557403133085868984,1797997612846648378,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,2867//12288,221267//12288,3//4,0//1,4//1,2867//12288,0//1,1,5,-43285//49152,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
540,5,28,C078,590,5,primitive_eligible,none,dense,low,strong,high,short,low,high,4496763424705870931,1130310583843842707,71903293003456252,6193232901545498460,881515400725455770,16104660547731166263,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,0//1,13825//768,3//4,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
541,5,29,C054,566,5,primitive_eligible,none,dense,low,strong,low,long,high,low,4565665984687200726,7957499720096971469,3264398642108606876,846303851416052609,1408063032072773552,9874056243155145311,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,17//128,573//32,3//4,0//1,11//3,17//128,0//1,1,5,-81//512,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
542,5,30,C079,591,5,primitive_eligible,none,sparse,high,strong,high,short,low,high,4649127275902492649,7474296305623568837,1931325680991272032,2896328090825315419,8376257506832894799,4127679605169606590,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,0//1,2975//256,1//2,1//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
543,5,31,C128,640,5,primitive_eligible,none,dense,high,strong,high,long,high,high,4703394636370164028,2954548149419872112,8267505800070763274,5899167321161776714,164478114043402750,12012729403471121128,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//128,0//1,2275//128,3//4,1//1,10//3,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
544,5,32,C111,623,5,primitive_eligible,none,sparse,high,strong,high,short,high,high,4707665004590854319,5959875160657732465,3538329530664321510,2633561595227410280,3579497783397548443,12288483106461233809,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2975//256,2131//1024,14031//1024,1//2,1//1,5//1,2131//1024,0//1,1,5,-24339//65536,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
545,5,33,C009,521,5,primitive_eligible,none,sparse,low,weak,high,short,low,low,4739520333533350417,1553365080312233087,7985206079926082017,1276528456759415816,7090918813567173647,4857091529402802609,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
546,5,34,C070,582,5,primitive_eligible,none,dense,low,strong,low,short,low,high,4961279595102069462,2084561533694636646,2580526565616420599,3679168137446422346,4327991354648155006,16510693128361461431,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13825//768,2735//4096,229405//12288,3//4,0//1,4//1,2735//4096,0//1,1,5,-8271//16384,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
547,5,35,C021,533,5,primitive_eligible,none,sparse,low,strong,low,long,low,low,5111371058684128827,4853087826193275351,3877388827322018019,3075823354361218975,134062570590899772,16602820813637944243,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,0//1,2275//192,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
548,5,36,C062,574,5,primitive_eligible,none,dense,low,strong,high,long,high,low,5229334375066615278,4503299184882796592,4096264113558091104,4103591241790103428,2327563329367457382,2948356178286122969,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,0//1,4725//256,3//4,0//1,10//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
549,5,37,C072,584,5,primitive_eligible,none,dense,high,strong,low,short,low,high,5243261038312012205,4477316634474160668,4970270271463626672,1630787334429418917,2809290012055721336,8280530150703573012,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4725//256,4275//16384,306675//16384,3//4,1//1,3//1,4275//16384,0//1,1,5,-6827//16384,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
550,5,38,C091,603,5,primitive_eligible,none,sparse,high,weak,high,long,low,high,5710290042278009170,8252395036232301448,8800797062553685820,8129395987598037837,5076750903867133901,371968975449641236,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,9275//768,0//1,9275//768,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
551,5,39,C119,631,5,primitive_eligible,none,sparse,high,strong,low,long,high,high,6041118449854078920,669627790064298134,2925171357595003612,3731356196002873305,482487638683305447,8090597859518146275,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,115//256,9445//768,1//2,1//1,5//1,115//256,0//1,1,5,-81//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
552,5,40,C036,548,5,primitive_eligible,none,dense,high,weak,low,short,high,low,6119732123591167781,2291695794849058526,646061920654327478,5040111993374551180,359612734615070805,16615321754243035852,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//128,11881//4096,84681//4096,3//4,1//1,14//3,11881//4096,0//1,1,5,-2055//2048,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
553,5,41,C001,513,5,primitive_eligible,none,sparse,low,weak,low,short,low,low,6467906632465441086,6114635878886775307,7485241017489862409,4574832199531895917,1659884529945392925,4259198677028174512,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,7483//16384,197883//16384,1//2,0//1,11//3,7483//16384,0//1,1,5,-633//4096,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
554,5,42,C082,594,5,primitive_eligible,none,dense,low,weak,low,long,low,high,6653230612903713373,4311745520521696340,3630731591905411978,2138145848893312898,7860265920425987091,15452971346341101794,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
555,5,43,C011,523,5,primitive_eligible,none,sparse,high,weak,high,short,low,low,6676636013771226975,2769672201329514469,8152118164077807666,2857388489047522571,1665703911687916735,4730780469326592049,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,1//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
556,5,44,C073,585,5,primitive_eligible,none,sparse,low,weak,high,short,low,high,6887620779256065341,4854816343534257370,183023642720034942,3279853208382658964,488342885659330354,12543246408179121299,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,1575//128,0//1,1575//128,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
557,5,45,C040,552,5,primitive_eligible,none,dense,high,strong,low,short,high,low,7021075871891426839,1394320539419359916,7061311137648974711,916560722301587384,3777537313396027950,13926297629838822366,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,1429//1024,60287//3072,3//4,1//1,8//3,1429//1024,0//1,1,5,-18495//16384,substitution,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
558,5,46,C075,587,5,primitive_eligible,none,sparse,high,weak,high,short,low,high,7286594934341163106,8825932430368551987,7985909401205109963,5769485291157925177,7153805507427275968,10644059133653108391,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,4375//384,0//1,4375//384,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
559,5,47,C029,541,5,primitive_eligible,none,sparse,low,strong,high,long,low,low,7294135487996348935,7367212720990572738,3408550103772720925,8104890241578208822,1257138576985706373,18226755734255464094,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,4375//384,0//1,4375//384,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
560,5,48,C088,600,5,primitive_eligible,none,dense,high,strong,low,long,low,high,7400987399253552056,5966006988925175348,6362534954700092742,10903284684264145,4160353523204035697,18350243893421255891,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,13475//768,0//1,13475//768,3//4,1//1,3//1,0//1,0//1,0,5,0//1,zero,1//3,1//6,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
561,5,49,C055,567,5,primitive_eligible,none,sparse,high,strong,low,long,high,low,7435515948953789392,2703813769374753753,6427846153577515800,1008638496593260446,7978964647023568870,6922966245588242906,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,2275//192,17//128,4601//384,1//2,1//1,14//3,17//128,0//1,1,5,-135//1024,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
562,5,50,C089,601,5,primitive_eligible,none,sparse,low,weak,high,long,low,high,7492800217075111244,1813543826944180054,3582875930452428168,8632347427011825364,3868148809057871123,12471735116778438031,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
563,5,51,C041,553,5,primitive_eligible,none,sparse,low,weak,high,short,high,low,7769694740066607991,4861230566982387070,4265875454269321954,8334972633006303530,7717430665110562109,4779547380309373406,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,10247//16384,613141//49152,1//2,0//1,13//3,10247//16384,0//1,1,5,-7837//16384,substitution,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
564,5,52,C027,539,5,primitive_eligible,none,sparse,high,weak,high,long,low,low,7950938310834417152,7864234086670888254,3270329790555876907,1755039614595676691,8655239930781873130,6835079256755072578,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,0//1,2975//256,1//2,1//1,13//3,0//1,0//1,0,5,0//1,zero,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
565,5,53,C025,537,5,primitive_eligible,none,sparse,low,weak,high,long,low,low,7951818564982167000,3112887746241408973,1646016067272934238,3459710643917986744,667014153199408905,4007353325913928657,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
566,5,54,C074,586,5,primitive_eligible,none,dense,low,weak,high,short,low,high,7987176894010183010,1308100253228364167,5162118188808656946,7047608395563496238,5587926345593442059,5923714591825912737,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,0//1,875//48,3//4,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
567,5,55,C035,547,5,primitive_eligible,none,sparse,high,weak,low,short,high,low,8112821723353174547,4857450023837571470,7082597996499929512,1786939526720204025,345233593100393369,8330962814941493476,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2975//256,4913//2048,28713//2048,1//2,1//1,10//3,4913//2048,0//1,1,5,-2055//4096,substitution,1//2,1//3,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
568,5,56,C030,542,5,primitive_eligible,none,dense,low,strong,high,long,low,low,8302983566067096957,215973462103913060,2668515290793001672,3721850979287211142,5933695905549554566,6042642230467929644,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,6,875//48,0//1,875//48,3//4,0//1,4//1,0//1,0//1,0,5,0//1,zero,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
569,5,57,C114,626,5,primitive_eligible,none,dense,low,weak,low,long,high,high,8489004842285739405,1061971995169877095,7246325249009841425,8870259060286155432,4266614496703458336,10576990080412298900,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,875//48,1447//24576,449447//24576,3//4,0//1,11//3,1447//24576,0//1,1,5,-4409//24576,substitution,1//3,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
570,5,58,C017,529,5,primitive_eligible,none,sparse,low,weak,low,long,low,low,8884408140481774251,280482063054777359,4644944724383812810,9195680162171386294,8760915518347525141,10985189108734442040,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,14//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
571,5,59,C121,633,5,primitive_eligible,none,sparse,low,weak,high,long,high,high,8941156172498302455,7169688138483863745,4419828065644780281,5847948605617720168,8360490657368115572,6089034014156644463,Rational{BigInt},false,4,3//4,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6,4,2275//192,0//1,2275//192,1//2,0//1,11//3,0//1,0//1,0,5,0//1,zero,1//2,0//1,true,true,1920,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,0//1,0//1,true,true,true,true,true,true,true
