trial_id,batch_id,principal_cell_id,frontier_density,module_overlap,module_complementarity,project_cost,duration,admission,persistence,arithmetic,parent_experiment,extension_version,pooled_with_parent_results,enumerated_sublibraries,source_library_ids,source_strategy_weights,source_cardinality,source_burden,source_operational_value,source_generative_value,source_total_productive_value,minimum_safe_weight,minimum_safe_weight_optimizer_count,minimum_safe_cardinality,minimum_safe_cardinality_optimizer_count,rechecked_pruning_burden,rechecked_pruning_cardinality,greedy_optimality_gap,greedy_gap_positive,safe_weight_compression_ratio,safe_cardinality_compression_ratio,frontier_only_minimum_weight,frontier_only_optimizer_count,frontier_only_value_loss,frontier_only_normalized_value_loss,frontier_only_any_positive_value_loss,registered_capacity_nonconcavity,attainable_capacity_nonconcavity,lambda_breakpoint_count,positive_lambda_breakpoint_count,all_safe_optima_preserve_frontier_closure,all_safe_productive_values_preserved,all_channel_decompositions_close,all_capacity_optima_feasible,capacity_value_monotone,safe_pruning_weakly_lowers_burden,penalty_burden_monotone,global_enumeration_gate
583,5,C053,sparse,low,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,1575//128,61//256,3211//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,61//256,61//3211,true,false,true,4,3,true,true,true,true,true,true,true,true
584,5,C105,sparse,low,weak,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//192,2867//12288,49489//4096,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,2867//12288,2867//148467,true,false,true,4,3,true,true,true,true,true,true,true,true
585,5,C033,sparse,low,weak,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,4913//2048,88939//6144,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,4913//2048,14739//88939,true,false,true,4,3,true,true,true,true,true,true,true,true
586,5,C049,sparse,low,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,1447//49152,198349//16384,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,1447//49152,1447//595047,true,false,true,4,3,true,true,true,true,true,true,true,true
587,5,C094,dense,low,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,875//48,0//1,875//48,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
588,5,C056,dense,high,strong,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,875//48,61//256,14183//768,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,61//256,183//14183,true,false,true,5,4,true,true,true,true,true,true,true,true
589,5,C122,dense,low,weak,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,0//1,13825//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
590,5,C018,dense,low,weak,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,13825//768,0//1,13825//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
591,5,C100,dense,high,weak,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,15991//4096,271973//12288,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,15991//4096,47973//271973,true,false,true,6,5,true,true,true,true,true,true,true,true
592,5,C044,dense,high,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,13825//768,203//128,15043//768,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,203//128,174//2149,true,false,true,6,5,true,true,true,true,true,true,true,true
593,5,C115,sparse,high,weak,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2975//256,17//128,3009//256,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,17//128,2//177,true,false,true,4,3,true,true,true,true,true,true,true,true
594,5,C005,sparse,low,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,2735//4096,156605//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,2735//4096,1641//31321,true,false,true,4,3,true,true,true,true,true,true,true,true
595,5,C060,dense,high,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//128,0//1,2275//128,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
596,5,C092,dense,high,weak,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//128,0//1,2275//128,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
597,5,C003,sparse,high,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,8575//768,673//8192,276419//24576,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,673//8192,2019//276419,true,false,true,4,3,true,true,true,true,true,true,true,true
598,5,C063,sparse,high,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//192,0//1,2275//192,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
599,5,C026,dense,low,weak,high,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2275//128,0//1,2275//128,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
600,5,C043,sparse,high,weak,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,1575//128,10215//16384,211815//16384,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,10215//16384,227//4707,true,false,true,5,4,true,true,true,true,true,true,true,true
601,5,C015,sparse,high,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,1575//128,0//1,1575//128,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
602,5,C052,dense,high,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,4725//256,17//128,4759//256,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,17//128,34//4759,true,false,true,5,4,true,true,true,true,true,true,true,true
603,5,C126,dense,low,strong,high,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,7175//384,0//1,7175//384,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
604,5,C086,dense,low,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,0//1,4725//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
605,5,C006,dense,low,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,673//8192,151873//8192,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,673//8192,673//151873,true,true,true,5,4,true,true,true,true,true,true,true,true
606,5,C085,sparse,low,strong,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9625//768,0//1,9625//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
607,5,C118,dense,low,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,4725//256,0//1,4725//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
608,5,C112,dense,high,strong,high,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,7175//384,135707//196608,1269769//65536,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,135707//196608,135707//3809307,true,false,true,5,4,true,true,true,true,true,true,true,true
609,5,C008,dense,high,strong,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,13825//768,7483//16384,907249//49152,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,7483//16384,3207//129607,true,false,true,5,4,true,true,true,true,true,true,true,true
610,5,C051,sparse,high,weak,low,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,2275//192,17//128,4601//384,7//1,1,4,1,7//1,4,0//1,false,8//15,1//3,5//1,1,17//128,51//4601,true,false,true,4,3,true,true,true,true,true,true,true,true
611,5,C117,sparse,low,strong,low,long,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//192,17//128,4601//384,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,17//128,51//4601,true,false,true,5,4,true,true,true,true,true,true,true,true
612,5,C097,sparse,low,weak,low,short,high,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,2975//256,7771//4096,55371//4096,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,7771//4096,7771//55371,true,false,true,4,3,true,true,true,true,true,true,true,true
613,5,C084,dense,high,weak,low,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,15//1,875//48,0//1,875//48,11//1,1,5,1,11//1,5,0//1,false,4//15,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
614,5,C023,sparse,high,strong,low,long,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,1575//128,0//1,1575//128,8//1,1,4,1,8//1,4,0//1,false,1//2,1//3,5//1,1,0//1,0//1,false,false,true,3,2,true,true,true,true,true,true,true,true
615,5,C002,dense,low,weak,low,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,4725//256,233//512,9683//512,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,5//1,1,233//512,233//9683,true,false,true,5,4,true,true,true,true,true,true,true,true
616,5,C057,sparse,low,weak,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:2//1;frontier_addition:1//1;inactive:0//1,6,9//1,9275//768,0//1,9275//768,9//1,1,6,1,9//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
617,5,C016,dense,high,strong,high,short,low,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,0//1,4725//256,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
618,5,C080,dense,high,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,4725//256,0//1,4725//256,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
619,5,C093,sparse,low,strong,high,long,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,9275//768,0//1,9275//768,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,4,3,true,true,true,true,true,true,true,true
620,5,C064,dense,high,strong,high,long,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:4//1;base_2:4//1;base_3:4//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,16//1,2275//128,0//1,2275//128,12//1,1,5,1,12//1,5,0//1,false,1//4,1//6,9//1,1,0//1,0//1,false,false,true,4,3,true,true,true,true,true,true,true,true
621,5,C038,dense,low,strong,low,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,875//48,7771//4096,247313//12288,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,7771//4096,23313//247313,true,true,true,5,4,true,true,true,true,true,true,true,true
622,5,C077,sparse,low,strong,high,short,low,high,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2975//256,0//1,2975//256,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,3//1,1,0//1,0//1,false,false,false,3,2,true,true,true,true,true,true,true,true
623,5,C046,dense,low,strong,high,short,high,low,Rational{BigInt},randomized-finite-library-stress-v2,randomized-library-v2-optimization-extension-v1,false,32,base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,base_1:2//1;base_2:2//1;base_3:2//1;closure_carrier:3//1;frontier_addition:1//1;inactive:0//1,6,10//1,2275//128,203//128,1239//64,10//1,1,6,1,10//1,6,0//1,false,0//1,0//1,5//1,1,203//128,29//354,true,true,true,5,4,true,true,true,true,true,true,true,true
