trial_id,breakpoint_index,lambda,strictly_positive,optimal_net_value,optimal_masks,optimal_library_ids,optimal_burdens,optimizer_count,pairwise_candidates_checked,enumeration_certificate
670,1,0//1,false,312943//16384,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,290,complete-enumeration:32
670,2,21743//49152,true,225971//16384,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;12//1,2,290,complete-enumeration:32
670,3,1225//1536,true,5425//512,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,290,complete-enumeration:32
670,4,4375//3072,true,22925//3072,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,290,complete-enumeration:32
670,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,290,complete-enumeration:32
671,1,0//1,false,208277//16384,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,140,complete-enumeration:32
671,2,5959//16384,true,172523//16384,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,140,complete-enumeration:32
671,3,175//384,true,2625//256,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,140,complete-enumeration:32
671,4,175//128,true,6475//768,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,140,complete-enumeration:32
671,5,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,140,complete-enumeration:32
672,1,0//1,false,1599//128,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,154,complete-enumeration:32
672,2,223//768,true,3905//384,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,154,complete-enumeration:32
672,3,1225//3072,true,29575//3072,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,154,complete-enumeration:32
672,4,1925//192,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,154,complete-enumeration:32
673,1,0//1,false,42539//3072,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,136,complete-enumeration:32
673,2,1577//3072,true,29923//3072,16;25,frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,1//1;8//1,2,136,complete-enumeration:32
673,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,136,complete-enumeration:32
674,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;7//1;9//1,8,71,complete-enumeration:32
674,2,175//192,true,2275//256,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,71,complete-enumeration:32
674,3,875//768,true,6475//768,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,71,complete-enumeration:32
674,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,71,complete-enumeration:32
675,1,0//1,false,42539//3072,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,153,complete-enumeration:32
675,2,13139//18432,true,163261//18432,16;25,frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,1//1;7//1,2,153,complete-enumeration:32
675,3,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,153,complete-enumeration:32
676,1,0//1,false,4725//256,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,123,complete-enumeration:32
676,2,175//192,true,2625//256,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,3,123,complete-enumeration:32
676,3,2275//1536,true,11375//1536,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,3,123,complete-enumeration:32
676,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,123,complete-enumeration:32
677,1,0//1,false,575173//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;11//1;15//1,4,125,complete-enumeration:32
677,2,3973//98304,true,1122535//98304,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;7//1,2,125,complete-enumeration:32
677,3,175//384,true,7175//768,1;17,base_1;inactive|base_1;frontier_addition;inactive,4//1;5//1,2,125,complete-enumeration:32
677,4,1225//2304,true,20825//2304,1;16,base_1;inactive|frontier_addition;inactive,1//1;4//1,2,125,complete-enumeration:32
677,5,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,125,complete-enumeration:32
678,1,0//1,false,2975//256,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1;11//1;13//1;15//1,8,94,complete-enumeration:32
678,2,175//512,true,5075//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,94,complete-enumeration:32
678,3,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,94,complete-enumeration:32
679,1,0//1,false,101269//6144,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,141,complete-enumeration:32
679,2,14233//24576,true,72803//6144,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;8//1,2,141,complete-enumeration:32
679,3,2003//1536,true,13747//1536,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,141,complete-enumeration:32
679,4,2625//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,141,complete-enumeration:32
680,1,0//1,false,950029//49152,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,343,complete-enumeration:32
680,2,21743//32768,true,1443455//98304,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1,2,343,complete-enumeration:32
680,3,875//512,true,14525//1536,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,3//1;5//1,2,343,complete-enumeration:32
680,4,175//64,true,1225//192,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,2,343,complete-enumeration:32
680,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,343,complete-enumeration:32
681,1,0//1,false,71917//3072,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,7//1;9//1,2,263,complete-enumeration:32
681,2,152923//98304,true,1230883//98304,24;27,closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,3//1;7//1,2,263,complete-enumeration:32
681,3,35245//12288,true,210943//24576,8;24,closure_carrier;inactive|closure_carrier;frontier_addition;inactive,2//1;3//1,2,263,complete-enumeration:32
681,4,133523//24576,true,84877//24576,8;16,closure_carrier;inactive|frontier_addition;inactive,1//1;2//1,2,263,complete-enumeration:32
681,5,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,263,complete-enumeration:32
682,1,0//1,false,602233//49152,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,8//1;12//1;16//1,4,142,complete-enumeration:32
682,2,8633//147456,true,1737635//147456,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,5//1;8//1,2,142,complete-enumeration:32
682,3,875//1536,true,4725//512,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;5//1,2,142,complete-enumeration:32
682,4,7525//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,142,complete-enumeration:32
683,1,0//1,false,14413//768,27;31,base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,326,complete-enumeration:32
683,2,49//128,true,11179//768,19;27,base_1;base_2;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive,9//1;11//1,2,326,complete-enumeration:32
683,3,1225//1536,true,16625//1536,18;19,base_2;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive,5//1;9//1,2,326,complete-enumeration:32
683,4,4375//3072,true,7875//1024,16;18,frontier_addition;inactive|base_2;frontier_addition;inactive,1//1;5//1,2,326,complete-enumeration:32
683,5,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,326,complete-enumeration:32
684,1,0//1,false,875//48,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,139,complete-enumeration:32
684,2,875//1024,true,32375//3072,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,139,complete-enumeration:32
684,3,4375//3072,true,7875//1024,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,139,complete-enumeration:32
684,4,875//96,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,139,complete-enumeration:32
685,1,0//1,false,9581//768,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,136,complete-enumeration:32
685,2,277//768,true,7919//768,17;25,base_1;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,3//1;6//1,2,136,complete-enumeration:32
685,3,175//384,true,1925//192,16;17,frontier_addition;inactive|base_1;frontier_addition;inactive,1//1;3//1,2,136,complete-enumeration:32
685,4,4025//384,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,136,complete-enumeration:32
686,1,0//1,false,265697//12288,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,11//1;15//1,2,325,complete-enumeration:32
686,2,92747//98304,true,368453//32768,24;29,closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,3//1;11//1,2,325,complete-enumeration:32
686,3,10625//4096,true,25775//4096,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;3//1,2,325,complete-enumeration:32
686,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,325,complete-enumeration:32
687,1,0//1,false,222163//12288,25;27;29;31,base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,6//1;8//1;10//1,4,162,complete-enumeration:32
687,2,163405//98304,true,398437//49152,24;25,closure_carrier;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive,4//1;6//1,2,162,complete-enumeration:32
687,3,84949//49152,true,385451//49152,16;24,frontier_addition;inactive|closure_carrier;frontier_addition;inactive,1//1;4//1,2,162,complete-enumeration:32
687,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,162,complete-enumeration:32
688,1,0//1,false,2275//128,21;23;29;31,base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1;13//1;16//1,4,114,complete-enumeration:32
688,2,875//1024,true,10325//1024,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,114,complete-enumeration:32
688,3,175//128,true,1925//256,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,114,complete-enumeration:32
688,4,2275//256,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,114,complete-enumeration:32
689,1,0//1,false,875//48,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,5//1;7//1;9//1,4,119,complete-enumeration:32
689,2,875//512,true,14875//1536,18;20;22,base_2;frontier_addition;inactive|base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,3//1;5//1,3,119,complete-enumeration:32
689,3,4025//1536,true,10675//1536,16;18;20,frontier_addition;inactive|base_2;frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;3//1,3,119,complete-enumeration:32
689,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,119,complete-enumeration:32
690,1,0//1,false,2275//192,17;19;21;23;25;27;29;31,base_1;frontier_addition;inactive|base_1;base_2;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_1;closure_carrier;frontier_addition;inactive|base_1;base_2;closure_carrier;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,3//1;5//1;6//1;7//1;8//1;10//1,8,86,complete-enumeration:32
690,2,175//384,true,4025//384,1;17,base_1;inactive|base_1;frontier_addition;inactive,2//1;3//1,2,86,complete-enumeration:32
690,3,175//96,true,2975//384,1;16,base_1;inactive|frontier_addition;inactive,1//1;2//1,2,86,complete-enumeration:32
690,4,1225//128,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,86,complete-enumeration:32
691,1,0//1,false,7175//384,22;23;30;31,base_2;base_3;frontier_addition;inactive|base_1;base_2;base_3;frontier_addition;inactive|base_2;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,9//1;11//1;13//1;15//1,4,117,complete-enumeration:32
691,2,175//192,true,4025//384,20;22,base_3;frontier_addition;inactive|base_2;base_3;frontier_addition;inactive,5//1;9//1,2,117,complete-enumeration:32
691,3,4375//3072,true,24325//3072,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,117,complete-enumeration:32
691,4,7175//768,true,0//1,0;16,inactive|frontier_addition;inactive,0//1;1//1,2,117,complete-enumeration:32
692,1,0//1,false,14507//768,29;31,base_1;base_3;closure_carrier;frontier_addition;inactive|base_1;base_2;base_3;closure_carrier;frontier_addition;inactive,12//1;16//1,2,269,complete-enumeration:32
692,2,169//768,true,12479//768,21;29,base_1;base_3;frontier_addition;inactive|base_1;base_3;closure_carrier;frontier_addition;inactive,9//1;12//1,2,269,complete-enumeration:32
692,3,175//192,true,1925//192,20;21,base_3;frontier_addition;inactive|base_1;base_3;frontier_addition;inactive,5//1;9//1,2,269,complete-enumeration:32
692,4,1925//1536,true,12775//1536,16;20,frontier_addition;inactive|base_3;frontier_addition;inactive,1//1;5//1,2,269,complete-enumeration:32
